Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_3_57,VPWR,li1,34.5000,19.0400,1.799975
FILLER_3_54,VPWR,li1,30.8200,19.0400,1.799978
FILLER_3_46,VPWR,li1,28.5200,19.0400,1.799982
FILLER_3_11,VPWR,li1,11.0400,19.0400,1.799989
FILLER_3_3,VPWR,li1,8.7400,19.0400,1.799989
FILLER_2_119,VPWR,li1,60.4900,19.0400,1.799964
FILLER_2_88,VPWR,li1,46.2300,19.0400,1.799965
FILLER_2_61,VPWR,li1,34.2700,19.0400,1.799975
FILLER_2_53,VPWR,li1,31.7400,19.0400,1.799978
FILLER_2_41,VPWR,li1,27.1400,19.0400,1.799982
FILLER_2_37,VPWR,li1,22.7700,19.0400,1.799986
FILLER_2_29,VPWR,li1,20.7000,19.0400,1.799989
FILLER_2_27,VPWR,li1,18.1700,19.0400,1.799989
FILLER_2_15,VPWR,li1,15.1800,19.0400,1.799989
FILLER_2_3,VPWR,li1,9.6600,19.0400,1.799989
FILLER_1_118,VPWR,li1,60.2600,13.6000,1.799986
FILLER_1_61,VPWR,li1,33.8100,13.6000,1.799992
FILLER_1_57,VPWR,li1,32.6600,13.6000,1.799992
FILLER_1_55,VPWR,li1,31.0500,13.6000,1.799993
FILLER_1_51,VPWR,li1,29.9000,13.6000,1.799993
FILLER_1_39,VPWR,li1,26.2200,13.6000,1.799994
FILLER_1_27,VPWR,li1,20.7000,13.6000,1.799996
FILLER_1_15,VPWR,li1,15.1800,13.6000,1.799996
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.799996
FILLER_0_116,VPWR,li1,59.8000,13.6000,1.799986
FILLER_0_110,VPWR,li1,56.5800,13.6000,1.799986
FILLER_0_85,VPWR,li1,44.8500,13.6000,1.799988
FILLER_0_69,VPWR,li1,40.0200,13.6000,1.799990
FILLER_0_57,VPWR,li1,34.5000,13.6000,1.799991
FILLER_0_53,VPWR,li1,30.5900,13.6000,1.799993
FILLER_0_41,VPWR,li1,27.1400,13.6000,1.799994
FILLER_0_29,VPWR,li1,21.6200,13.6000,1.799996
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799996
FILLER_0_15,VPWR,li1,15.1800,13.6000,1.799996
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.799996
hold19,VPWR,li1,27.1400,57.1200,1.799993
hold18,VPWR,li1,31.2800,46.2400,1.799995
hold17,VPWR,li1,33.5800,46.2400,1.799994
hold16,VPWR,li1,13.8000,40.8000,1.799985
hold15,VPWR,li1,33.5800,40.8000,1.799973
hold14,VPWR,li1,54.7400,24.4800,1.799984
hold13,VPWR,li1,20.7000,24.4800,1.799993
hold12,VPWR,li1,27.1400,29.9200,1.799991
hold11,VPWR,li1,51.0600,35.3600,1.799990
hold10,VPWR,li1,48.3000,57.1200,1.799986
hold9,VPWR,li1,52.4400,46.2400,1.799991
hold8,VPWR,li1,55.2000,62.5600,1.799991
hold7,VPWR,li1,24.3800,24.4800,1.799991
hold6,VPWR,li1,48.3000,62.5600,1.799992
hold5,VPWR,li1,50.6000,51.6800,1.799956
hold4,VPWR,li1,42.3200,62.5600,1.799993
hold3,VPWR,li1,46.4600,24.4800,1.799985
hold2,VPWR,li1,58.8800,40.8000,1.799970
hold1,VPWR,li1,15.6400,29.9200,1.799991
clkload2,VPWR,li1,21.3900,51.6800,1.799980
clkload1,VPWR,li1,39.5600,24.4800,1.799986
clkload0,VPWR,li1,17.4800,29.9200,1.799991
clkbuf_2_3__f_clk,VPWR,li1,49.2200,51.6800,1.799956
clkbuf_2_2__f_clk,VPWR,li1,23.4600,51.6800,1.799977
clkbuf_2_1__f_clk,VPWR,li1,45.5400,19.0400,1.799965
clkbuf_2_0__f_clk,VPWR,li1,23.4600,29.9200,1.799991
clkbuf_0_clk,VPWR,li1,29.4400,40.8000,1.799975
fanout18,VPWR,li1,13.3400,46.2400,1.799997
fanout17,VPWR,li1,51.5200,57.1200,1.799986
fanout16,VPWR,li1,51.5200,62.5600,1.799991
fanout15,VPWR,li1,10.5800,40.8000,1.799984
fanout14,VPWR,li1,46.4600,40.8000,1.799970
fanout13,VPWR,li1,48.3000,40.8000,1.799970
output12,VPWR,li1,59.8000,29.9200,1.799989
output11,VPWR,li1,55.2000,13.6000,1.799986
input10,VPWR,li1,7.5900,57.1200,1.799995
input9,VPWR,li1,45.5400,13.6000,1.799988
input8,VPWR,li1,60.0300,57.1200,1.799985
input7,VPWR,li1,60.0300,62.5600,1.799991
input6,VPWR,li1,60.0300,35.3600,1.799989
input5,VPWR,li1,60.0300,40.8000,1.799970
input4,VPWR,li1,39.7900,62.5600,1.799994
input3,VPWR,li1,45.3100,62.5600,1.799993
input2,VPWR,li1,60.0300,46.2400,1.799991
input1,VPWR,li1,58.6500,35.3600,1.799989
TAP_TAPCELL_ROW_19_83,VPWR,li1,57.2700,62.8660,1.799991
TAP_TAPCELL_ROW_19_82,VPWR,li1,44.3900,62.8660,1.799993
TAP_TAPCELL_ROW_19_81,VPWR,li1,31.5100,62.8660,1.799995
TAP_TAPCELL_ROW_19_80,VPWR,li1,18.6300,62.8660,1.799997
TAP_TAPCELL_ROW_18_79,VPWR,li1,44.3900,62.2530,1.799993
TAP_TAPCELL_ROW_18_78,VPWR,li1,18.6300,62.2530,1.799997
TAP_TAPCELL_ROW_17_77,VPWR,li1,57.2700,57.4260,1.799985
TAP_TAPCELL_ROW_17_76,VPWR,li1,31.5100,57.4260,1.799992
TAP_TAPCELL_ROW_16_75,VPWR,li1,44.3900,56.8130,1.799987
TAP_TAPCELL_ROW_16_74,VPWR,li1,18.6300,56.8130,1.799995
TAP_TAPCELL_ROW_15_73,VPWR,li1,57.2700,51.9860,1.799956
TAP_TAPCELL_ROW_15_72,VPWR,li1,31.5100,51.9860,1.799970
TAP_TAPCELL_ROW_14_71,VPWR,li1,44.3900,51.3730,1.799960
TAP_TAPCELL_ROW_14_70,VPWR,li1,18.6300,51.3730,1.799980
TAP_TAPCELL_ROW_13_69,VPWR,li1,57.2700,46.5460,1.799991
TAP_TAPCELL_ROW_13_68,VPWR,li1,31.5100,46.5460,1.799995
TAP_TAPCELL_ROW_12_67,VPWR,li1,44.3900,45.9330,1.799992
TAP_TAPCELL_ROW_12_66,VPWR,li1,18.6300,45.9330,1.799997
TAP_TAPCELL_ROW_11_65,VPWR,li1,57.2700,41.1060,1.799970
TAP_TAPCELL_ROW_11_64,VPWR,li1,31.5100,41.1060,1.799974
TAP_TAPCELL_ROW_10_63,VPWR,li1,44.3900,40.4930,1.799971
TAP_TAPCELL_ROW_10_62,VPWR,li1,18.6300,40.4930,1.799986
TAP_TAPCELL_ROW_9_61,VPWR,li1,57.2700,35.6660,1.799989
TAP_TAPCELL_ROW_9_60,VPWR,li1,31.5100,35.6660,1.799992
TAP_TAPCELL_ROW_8_59,VPWR,li1,44.3900,35.0530,1.799991
TAP_TAPCELL_ROW_8_58,VPWR,li1,18.6300,35.0530,1.799995
TAP_TAPCELL_ROW_7_57,VPWR,li1,57.2700,30.2260,1.799989
TAP_TAPCELL_ROW_7_56,VPWR,li1,31.5100,30.2260,1.799990
TAP_TAPCELL_ROW_6_55,VPWR,li1,44.3900,29.6130,1.799989
TAP_TAPCELL_ROW_6_54,VPWR,li1,18.6300,29.6130,1.799991
TAP_TAPCELL_ROW_5_53,VPWR,li1,57.2700,24.7860,1.799984
TAP_TAPCELL_ROW_5_52,VPWR,li1,31.5100,24.7860,1.799988
TAP_TAPCELL_ROW_4_51,VPWR,li1,44.3900,24.1730,1.799985
TAP_TAPCELL_ROW_4_50,VPWR,li1,18.6300,24.1730,1.799992
TAP_TAPCELL_ROW_3_49,VPWR,li1,57.2700,19.3460,1.799964
TAP_TAPCELL_ROW_3_48,VPWR,li1,31.5100,19.3460,1.799978
TAP_TAPCELL_ROW_2_47,VPWR,li1,44.3900,18.7330,1.799965
TAP_TAPCELL_ROW_2_46,VPWR,li1,18.6300,18.7330,1.799989
TAP_TAPCELL_ROW_1_45,VPWR,li1,57.2700,13.9060,1.799986
TAP_TAPCELL_ROW_1_44,VPWR,li1,31.5100,13.9060,1.799993
TAP_TAPCELL_ROW_0_43,VPWR,li1,57.2700,13.2930,1.799986
TAP_TAPCELL_ROW_0_42,VPWR,li1,44.3900,13.2930,1.799988
TAP_TAPCELL_ROW_0_41,VPWR,li1,31.5100,13.2930,1.799993
TAP_TAPCELL_ROW_0_40,VPWR,li1,18.6300,13.2930,1.799996
PHY_EDGE_ROW_19_Left_39,VPWR,li1,6.2100,62.5600,1.799997
PHY_EDGE_ROW_18_Left_38,VPWR,li1,6.2100,62.5600,1.799997
PHY_EDGE_ROW_17_Left_37,VPWR,li1,6.2100,57.1200,1.799995
PHY_EDGE_ROW_16_Left_36,VPWR,li1,6.2100,57.1200,1.799995
PHY_EDGE_ROW_15_Left_35,VPWR,li1,6.2100,51.6800,1.799979
PHY_EDGE_ROW_14_Left_34,VPWR,li1,6.2100,51.6800,1.799979
PHY_EDGE_ROW_13_Left_33,VPWR,li1,6.2100,46.2400,1.799997
PHY_EDGE_ROW_12_Left_32,VPWR,li1,6.2100,46.2400,1.799997
PHY_EDGE_ROW_11_Left_31,VPWR,li1,6.2100,40.8000,1.799984
PHY_EDGE_ROW_10_Left_30,VPWR,li1,6.2100,40.8000,1.799984
PHY_EDGE_ROW_9_Left_29,VPWR,li1,6.2100,35.3600,1.799994
PHY_EDGE_ROW_8_Left_28,VPWR,li1,6.2100,35.3600,1.799994
PHY_EDGE_ROW_7_Left_27,VPWR,li1,6.2100,29.9200,1.799991
PHY_EDGE_ROW_6_Left_26,VPWR,li1,6.2100,29.9200,1.799991
PHY_EDGE_ROW_5_Left_25,VPWR,li1,6.2100,24.4800,1.799991
PHY_EDGE_ROW_4_Left_24,VPWR,li1,6.2100,24.4800,1.799991
PHY_EDGE_ROW_3_Left_23,VPWR,li1,6.2100,19.0400,1.799989
PHY_EDGE_ROW_2_Left_22,VPWR,li1,6.2100,19.0400,1.799989
PHY_EDGE_ROW_1_Left_21,VPWR,li1,6.2100,13.6000,1.799996
PHY_EDGE_ROW_0_Left_20,VPWR,li1,6.2100,13.6000,1.799996
PHY_EDGE_ROW_19_Right_19,VPWR,li1,61.4100,62.5600,1.799991
PHY_EDGE_ROW_18_Right_18,VPWR,li1,61.4100,62.5600,1.799991
PHY_EDGE_ROW_17_Right_17,VPWR,li1,61.4100,57.1200,1.799985
PHY_EDGE_ROW_16_Right_16,VPWR,li1,61.4100,57.1200,1.799985
PHY_EDGE_ROW_15_Right_15,VPWR,li1,61.4100,51.6800,1.799956
PHY_EDGE_ROW_14_Right_14,VPWR,li1,61.4100,51.6800,1.799956
PHY_EDGE_ROW_13_Right_13,VPWR,li1,61.4100,46.2400,1.799991
PHY_EDGE_ROW_12_Right_12,VPWR,li1,61.4100,46.2400,1.799991
PHY_EDGE_ROW_11_Right_11,VPWR,li1,61.4100,40.8000,1.799970
PHY_EDGE_ROW_10_Right_10,VPWR,li1,61.4100,40.8000,1.799970
PHY_EDGE_ROW_9_Right_9,VPWR,li1,61.4100,35.3600,1.799989
PHY_EDGE_ROW_8_Right_8,VPWR,li1,61.4100,35.3600,1.799989
PHY_EDGE_ROW_7_Right_7,VPWR,li1,61.4100,29.9200,1.799989
PHY_EDGE_ROW_6_Right_6,VPWR,li1,61.4100,29.9200,1.799989
PHY_EDGE_ROW_5_Right_5,VPWR,li1,61.4100,24.4800,1.799984
PHY_EDGE_ROW_4_Right_4,VPWR,li1,61.4100,24.4800,1.799984
PHY_EDGE_ROW_3_Right_3,VPWR,li1,61.4100,19.0400,1.799964
PHY_EDGE_ROW_2_Right_2,VPWR,li1,61.4100,19.0400,1.799964
PHY_EDGE_ROW_1_Right_1,VPWR,li1,61.4100,13.6000,1.799986
PHY_EDGE_ROW_0_Right_0,VPWR,li1,61.4100,13.6000,1.799986
_250_,VPWR,li1,39.5600,29.9200,1.799989
_249_,VPWR,li1,40.9400,40.8000,1.799971
_248_,VPWR,li1,38.6400,40.8000,1.799972
_247_,VPWR,li1,54.2800,57.1200,1.799985
_246_,VPWR,li1,54.2800,62.5600,1.799991
_245_,VPWR,li1,52.4400,46.2400,1.799991
_244_,VPWR,li1,52.4400,40.8000,1.799970
_243_,VPWR,li1,39.5600,57.1200,1.799988
_242_,VPWR,li1,41.8600,57.1200,1.799987
_241_,VPWR,li1,42.3200,46.2400,1.799992
_240_,VPWR,li1,55.6600,35.3600,1.799989
_239_,VPWR,li1,55.8900,24.4800,1.799984
_238_,VPWR,li1,49.6800,13.6000,1.799987
_237_,VPWR,li1,52.4400,13.6000,1.799986
_236_,VPWR,li1,38.6400,13.6000,1.799990
_235_,VPWR,li1,39.5600,19.0400,1.799970
_234_,VPWR,li1,55.4300,19.0400,1.799964
_233_,VPWR,li1,12.4200,51.6800,1.799979
_232_,VPWR,li1,26.6800,46.2400,1.799996
_231_,VPWR,li1,32.2000,51.6800,1.799970
_230_,VPWR,li1,20.7000,57.1200,1.799995
_229_,VPWR,li1,25.7600,62.5600,1.799996
_228_,VPWR,li1,26.6800,35.3600,1.799993
_227_,VPWR,li1,26.2200,35.3600,1.799993
_226_,VPWR,li1,11.5000,40.8000,1.799984
_225_,VPWR,li1,11.9600,35.3600,1.799994
_224_,VPWR,li1,23.9200,24.4800,1.799991
_223_,VPWR,li1,22.0800,19.0400,1.799989
_222_,VPWR,li1,12.8800,24.4800,1.799991
_221_,VPWR,li1,11.5000,24.4800,1.799991
_220_,VPWR,li1,36.5700,24.4800,1.799987
_219_,VPWR,li1,43.4700,13.6000,1.799988
_218_,VPWR,li1,58.1900,19.0400,1.799964
_217_,VPWR,li1,12.6500,51.6800,1.799979
_216_,VPWR,li1,32.4300,51.6800,1.799970
_215_,VPWR,li1,37.4900,51.6800,1.799966
_214_,VPWR,li1,32.4300,57.1200,1.799991
_213_,VPWR,li1,31.0500,62.5600,1.799995
_212_,VPWR,li1,32.8900,35.3600,1.799992
_211_,VPWR,li1,31.5100,35.3600,1.799992
_210_,VPWR,li1,8.5100,40.8000,1.799984
_209_,VPWR,li1,11.2700,35.3600,1.799994
_208_,VPWR,li1,29.2100,24.4800,1.799989
_207_,VPWR,li1,23.6900,19.0400,1.799986
_206_,VPWR,li1,12.1900,19.0400,1.799989
_205_,VPWR,li1,11.7300,29.9200,1.799991
_204_,VPWR,li1,50.1400,29.9200,1.799989
_203_,VPWR,li1,48.9900,35.3600,1.799990
_202_,VPWR,li1,46.4600,57.1200,1.799986
_201_,VPWR,li1,42.5500,51.6800,1.799961
_200_,VPWR,li1,42.5500,51.6800,1.799961
_199_,VPWR,li1,50.8300,40.8000,1.799970
_198_,VPWR,li1,55.6600,51.6800,1.799956
_197_,VPWR,li1,59.1100,51.6800,1.799956
_196_,VPWR,li1,59.1100,51.6800,1.799956
_195_,VPWR,li1,15.4100,51.6800,1.799979
_194_,VPWR,li1,17.4800,46.2400,1.799997
_193_,VPWR,li1,19.7800,46.2400,1.799997
_192_,VPWR,li1,25.7600,57.1200,1.799993
_191_,VPWR,li1,20.4700,46.2400,1.799997
_190_,VPWR,li1,25.7600,51.6800,1.799975
_189_,VPWR,li1,25.0700,46.2400,1.799997
_188_,VPWR,li1,22.5400,57.1200,1.799995
_187_,VPWR,li1,17.7100,51.6800,1.799980
_186_,VPWR,li1,29.2100,57.1200,1.799992
_185_,VPWR,li1,27.8300,57.1200,1.799992
_184_,VPWR,li1,30.1300,57.1200,1.799992
_183_,VPWR,li1,27.1400,40.8000,1.799978
_182_,VPWR,li1,20.7000,40.8000,1.799986
_181_,VPWR,li1,20.4700,35.3600,1.799995
_180_,VPWR,li1,17.2500,40.8000,1.799985
_179_,VPWR,li1,21.3900,40.8000,1.799986
_178_,VPWR,li1,20.4700,35.3600,1.799995
_177_,VPWR,li1,14.7200,46.2400,1.799997
_176_,VPWR,li1,17.7100,35.3600,1.799995
_175_,VPWR,li1,13.1100,35.3600,1.799994
_174_,VPWR,li1,15.4100,35.3600,1.799994
_173_,VPWR,li1,16.3300,46.2400,1.799997
_172_,VPWR,li1,17.7100,24.4800,1.799992
_171_,VPWR,li1,22.5400,29.9200,1.799991
_170_,VPWR,li1,29.6700,29.9200,1.799990
_169_,VPWR,li1,15.8700,19.0400,1.799989
_168_,VPWR,li1,13.5700,19.0400,1.799989
_167_,VPWR,li1,13.1100,29.9200,1.799991
_166_,VPWR,li1,31.9700,29.9200,1.799990
_165_,VPWR,li1,33.1200,29.9200,1.799990
_164_,VPWR,li1,24.3800,40.8000,1.799982
_163_,VPWR,li1,18.8600,40.8000,1.799986
_162_,VPWR,li1,29.6700,51.6800,1.799971
_161_,VPWR,li1,29.2100,24.4800,1.799989
_160_,VPWR,li1,27.3700,24.4800,1.799990
_159_,VPWR,li1,49.9100,24.4800,1.799985
_158_,VPWR,li1,42.5500,24.4800,1.799985
_157_,VPWR,li1,39.1000,19.0400,1.799970
_156_,VPWR,li1,46.6900,24.4800,1.799985
_155_,VPWR,li1,37.4900,24.4800,1.799987
_154_,VPWR,li1,58.6500,13.6000,1.799986
_153_,VPWR,li1,52.2100,19.0400,1.799964
_152_,VPWR,li1,54.9700,35.3600,1.799989
_151_,VPWR,li1,46.6900,51.6800,1.799958
_150_,VPWR,li1,46.6900,62.5600,1.799992
_149_,VPWR,li1,41.1700,62.5600,1.799993
_148_,VPWR,li1,54.9700,40.8000,1.799970
_147_,VPWR,li1,56.3500,46.2400,1.799991
_146_,VPWR,li1,54.9700,57.1200,1.799985
_145_,VPWR,li1,54.9700,51.6800,1.799956
_144_,VPWR,li1,48.5300,19.0400,1.799964
_143_,VPWR,li1,41.1700,35.3600,1.799991
_142_,VPWR,li1,45.0800,35.3600,1.799991
_141_,VPWR,li1,42.7800,35.3600,1.799991
_140_,VPWR,li1,47.6100,35.3600,1.799990
_139_,VPWR,li1,42.3200,29.9200,1.799989
_138_,VPWR,li1,44.8500,29.9200,1.799989
_137_,VPWR,li1,46.0000,29.9200,1.799989
_136_,VPWR,li1,45.7700,35.3600,1.799991
_135_,VPWR,li1,40.2500,29.9200,1.799989
_134_,VPWR,li1,42.5500,24.4800,1.799985
_133_,VPWR,li1,47.1500,29.9200,1.799989
_132_,VPWR,li1,30.5900,24.4800,1.799989
_131_,VPWR,li1,27.8300,46.2400,1.799996
_130_,VPWR,li1,28.7500,40.8000,1.799978
_129_,VPWR,li1,16.3300,40.8000,1.799985
_128_,VPWR,li1,10.3500,29.9200,1.799991
_127_,VPWR,li1,54.9700,19.0400,1.799964
_126_,VPWR,li1,52.2100,24.4800,1.799984
_125_,VPWR,li1,47.1500,40.8000,1.799970
_124_,VPWR,li1,44.3900,24.4800,1.799985
_123_,VPWR,li1,41.6300,46.2400,1.799992
_122_,VPWR,li1,38.4100,35.3600,1.799992
_121_,VPWR,li1,59.5700,57.1200,1.799985
_120_,VPWR,li1,59.5700,62.5600,1.799991
_119_,VPWR,li1,59.1100,46.2400,1.799991
_118_,VPWR,li1,58.1900,40.8000,1.799970
_117_,VPWR,li1,48.9900,57.1200,1.799986
_116_,VPWR,li1,58.1900,57.1200,1.799985
_115_,VPWR,li1,43.4700,46.2400,1.799992
_114_,VPWR,li1,56.3500,29.9200,1.799989
_113_,VPWR,li1,59.5700,24.4800,1.799984
_112_,VPWR,li1,58.1900,13.6000,1.799986
_111_,VPWR,li1,58.1900,24.4800,1.799984
_110_,VPWR,li1,45.3100,19.0400,1.799965
